AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_OTHER_ROOM,PARK_FACIL,HOUSE_AGE,SALES_PRICE
Velachery,1929,3,2,0,0,12,7931560
Velachery,1820,3,2,0,1,31,9606220
KKNagar,2039,3,2,0,0,10,10854800
Adyar,935,1,1,1,0,39,5972585
Adyar,648,1,1,0,0,12,5842880
KKNagar,2034,3,2,0,0,15,11346500
TNagar,1543,1,1,2,0,13,11202460
KKNagar,2366,4,2,0,0,21,17739020
Chromepet,876,1,1,1,1,34,10337820
KKNagar,1422,2,1,1,1,13,9651120
Velachery,1877,3,2,0,0,52,8812240
Karapakkam,916,1,1,1,0,19,6624750
KKNagar,1462,2,1,1,1,11,12928440
Chromepet,859,1,1,1,1,20,12305150
Chromepet,1098,1,1,1,1,3,13404800
Karapakkam,1326,1,1,1,1,36,8272250
Velachery,1866,3,2,0,1,30,16367000
Chromepet,1032,1,1,1,0,30,7929540
Karapakkam,579,1,1,0,1,5,5639375
Karapakkam,1366,2,2,0,1,21,11943500
KKNagar,1830,3,2,0,0,7,10893740
Velachery,1912,3,2,0,1,51,10618990
TNagar,1748,1,1,2,0,5,12081890
KKNagar,2415,4,2,0,1,10,14090500
AnnaNagar,1887,2,1,2,1,38,21815360
Adyar,642,1,1,0,1,30,9352665
Chromepet,1210,2,1,1,1,23,10746250
KKNagar,2111,3,2,0,1,9,12744600
Velachery,1574,2,1,1,0,5,12009700
TNagar,1525,1,1,2,0,27,11510790
Chromepet,801,1,1,1,0,39,10183450
TNagar,1642,1,1,2,0,33,11228760
Karapakkam,1382,2,2,0,1,48,12723750
Velachery,1901,3,2,0,0,48,9446410
Chromepet,714,1,1,0,1,10,6677700
Velachery,1952,3,2,0,1,6,16586820
Chromepet,741,1,1,0,1,22,6630650
AnnaNagar,1786,1,1,2,1,25,20709050
Karapakkam,1047,1,1,1,1,17,8148875
Karapakkam,964,1,1,1,1,46,7637750
Karapakkam,627,1,1,0,0,5,5829000
Chromepet,921,1,1,1,1,27,12051200
Chromepet,989,1,1,1,1,19,10493650
Adyar,1217,2,2,0,0,25,11226890
Adyar,1209,2,2,0,0,38,7466370
AnnaNagar,1600,1,1,2,0,18,18439310
Chromepet,740,1,1,0,1,11,10671200
Karapakkam,1295,1,1,1,0,42,9104500
Chromepet,1005,1,1,1,1,32,10250450
Karapakkam,908,1,1,1,1,41,6172500
Karapakkam,1260,1,1,1,0,16,12038750
Chromepet,1052,1,1,1,0,29,8187100
Velachery,1718,2,1,1,1,26,10894470
Chromepet,1286,2,1,1,0,23,9593250
Chromepet,765,1,1,0,1,34,7728500
Chromepet,1206,2,1,1,0,40,12751600
KKNagar,2268,4,2,0,1,11,18815020
KKNagar,1300,1,1,1,1,15,13669300
Karapakkam,1010,1,1,1,0,41,7331750
Adyar,1062,1,1,1,0,7,8520705
TNagar,1755,1,1,2,1,37,13957390
Adyar,1157,1,1,1,0,27,7707405
KKNagar,2398,4,2,0,1,19,19567180
Chromepet,1083,1,1,1,1,25,14204550
TNagar,1730,1,1,2,0,5,19275870
Velachery,1682,2,1,1,1,24,9234130
KKNagar,1610,2,1,1,1,12,10411240
Karapakkam,1460,2,2,0,1,42,5727750
Chromepet,972,1,1,1,1,6,9492300
Karapakkam,1116,1,1,1,0,19,5589500
Chromepet,771,1,1,0,1,11,8254270
KKNagar,2453,4,2,0,1,19,13791060
AnnaNagar,1580,1,1,2,1,6,12910620
Chromepet,1202,2,1,1,1,23,12848450
Chromepet,997,1,1,1,0,5,9243640
TNagar,1914,2,1,2,0,30,21937620
Adyar,1297,2,2,0,1,30,10088050
TNagar,1576,1,1,2,1,44,12242780
KKNagar,1603,2,1,1,1,8,10546560
Chromepet,976,1,1,1,1,21,9257750
Chromepet,743,1,1,0,0,38,5340900
AnnaNagar,1949,2,1,2,0,19,21140330
Velachery,1992,3,2,0,1,44,11504330
Adyar,632,1,1,0,1,23,6859145
Karapakkam,1275,1,1,1,1,28,5955500
KKNagar,1847,3,2,0,1,26,11691860
Velachery,1953,3,2,0,0,36,12752470
Velachery,1966,3,2,0,1,48,16627610
Karapakkam,1257,1,1,1,0,49,6300625
Adyar,1028,1,1,1,1,12,11334780
Karapakkam,592,1,1,0,1,17,6709750
Adyar,797,1,1,0,1,27,8066720
AnnaNagar,1866,2,1,2,0,25,19888500
TNagar,1783,1,1,2,0,19,11930880
Karapakkam,1189,1,1,1,1,42,10379500
Karapakkam,1089,1,1,1,0,22,10408250
AnnaNagar,1892,2,1,2,1,5,14771930
AnnaNagar,1775,1,1,2,0,11,13327120
Karapakkam,737,1,1,0,1,16,4484500
Velachery,1601,2,1,1,1,33,8223180
KKNagar,2447,4,2,0,0,6,11809740
AnnaNagar,1539,1,1,2,0,38,17985130
AnnaNagar,1970,2,1,2,0,31,15209340
Chromepet,1282,2,1,1,1,17,11560690
Karapakkam,1661,2,2,0,1,15,12289250
AnnaNagar,1529,1,1,2,0,23,10668930
KKNagar,1777,3,2,0,1,29,15794780
Karapakkam,1596,2,2,0,0,40,9404750
Chromepet,812,1,1,1,0,25,7828550
Adyar,964,1,1,1,0,34,6208110
Velachery,1902,3,2,0,1,42,16758540
AnnaNagar,1973,2,1,2,1,22,14565090
KKNagar,2443,4,2,0,1,11,14521700
Karapakkam,1679,2,2,0,0,12,10051000
Adyar,871,1,1,1,0,17,10890755
KKNagar,1890,3,2,0,1,7,16536140
Velachery,1507,2,1,1,1,39,10038580
Velachery,1906,3,2,0,0,33,9388710
Velachery,1880,3,2,0,0,8,9686030
Adyar,770,1,1,0,0,7,8217905
Chromepet,831,1,1,1,1,20,8374470
Chromepet,1152,1,1,1,0,19,7418850
Chromepet,1277,2,1,1,1,9,10366590
Velachery,1633,2,1,1,1,36,9127590
Karapakkam,991,1,1,1,0,33,3276250
Karapakkam,1387,2,2,0,0,9,11894750
Chromepet,1017,1,1,1,1,21,9573640
KKNagar,1643,2,1,1,0,22,9024860
Chromepet,1079,1,1,1,0,7,13447650
Chromepet,842,1,1,1,1,26,8575240
Velachery,1542,2,1,1,0,10,10158220
Adyar,876,1,1,1,1,7,7208905
Karapakkam,770,1,1,0,1,20,6992750
Chromepet,941,1,1,1,1,24,12357600
Karapakkam,1000,1,1,1,0,36,6461750
Karapakkam,1258,1,1,1,0,33,5229250
Chromepet,787,1,1,0,1,30,11312450
Chromepet,1186,1,1,1,0,9,12274350
Karapakkam,1335,2,2,0,1,30,7928625
Velachery,1827,3,2,0,1,44,8480080
Karapakkam,881,1,1,0,0,47,5572250
Chromepet,1253,2,1,1,1,12,15851550
Velachery,1754,2,1,1,1,18,16882760
Chromepet,724,1,1,0,1,33,8840950
Chromepet,944,1,1,1,1,24,8754280
Chromepet,1078,1,1,1,1,4,14030400
AnnaNagar,1871,2,1,2,1,27,22499190
AnnaNagar,1861,2,1,2,0,39,19257730
Chromepet,1069,1,1,1,1,25,8857150
Velachery,1861,3,2,0,1,20,8555550
Chromepet,876,1,1,1,1,39,7521800
Karapakkam,1216,1,1,1,0,39,8030250
KKNagar,2144,3,2,0,0,14,12505960
AnnaNagar,1675,1,1,2,0,16,19554920
Velachery,1721,2,1,1,0,18,15825560
AnnaNagar,1719,1,1,2,1,20,19494670
Chromepet,832,1,1,1,1,14,12416700
Karapakkam,1218,1,1,1,0,28,6824750
Adyar,1178,1,1,1,1,20,11731400
TNagar,1551,1,1,2,1,15,18302850
AnnaNagar,1562,1,1,2,1,16,19971770
TNagar,1700,1,1,2,1,26,13914320
Chromepet,1263,2,1,1,1,4,11444400
AnnaNagar,1664,1,1,2,0,28,19147580
Chromepet,1073,1,1,1,1,4,9522360
Karapakkam,632,1,1,0,0,15,5070250
TNagar,1874,2,1,2,1,33,21941710
Chromepet,884,1,1,1,1,24,8812400
Karapakkam,657,1,1,0,1,12,5199250
KKNagar,2403,4,2,0,0,27,11517940
Karapakkam,1001,1,1,1,1,35,4593750
TNagar,1734,1,1,2,0,28,18809830
Adyar,743,1,1,0,0,34,8292510
Chromepet,1244,2,1,1,1,4,11113950
Velachery,1789,2,1,1,1,37,14104940
Chromepet,1025,1,1,1,0,9,9667200
TNagar,1778,1,1,2,0,14,13743040
Velachery,2000,3,2,0,1,9,16569530
Chromepet,1128,1,1,1,0,33,12709550
Adyar,971,1,1,1,0,32,7848980
AnnaNagar,1941,2,1,2,1,9,13098030
Chromepet,972,1,1,1,0,7,8213890
Adyar,700,1,1,0,0,17,5679255
Chromepet,1005,1,1,1,0,5,8452750
Velachery,1938,3,2,0,1,39,15903000
Adyar,892,1,1,1,1,30,10184450
AnnaNagar,1848,2,1,2,0,13,13238930
Chromepet,982,1,1,1,1,39,8316050
Chromepet,780,1,1,0,0,39,6561850
Karapakkam,968,1,1,1,0,8,5937000
Chromepet,1285,2,1,1,0,33,12905750
Chromepet,755,1,1,0,0,13,7099500
Velachery,1930,3,2,0,1,48,10466910
Adyar,865,1,1,1,1,12,9980680
Adyar,984,1,1,1,0,38,6702170
Chromepet,1019,1,1,1,1,13,9977950
Karapakkam,662,1,1,0,1,25,4740750
Adyar,644,1,1,0,1,30,8758550
Karapakkam,1496,2,2,0,0,43,11244250
Karapakkam,1422,2,2,0,1,33,6792750
TNagar,1804,2,1,2,0,25,12439270
Chromepet,768,1,1,0,1,10,10300610
Karapakkam,1079,1,1,1,1,39,7165750
TNagar,1696,1,1,2,0,18,13038690
AnnaNagar,1669,1,1,2,0,31,17991120
Chromepet,1230,2,1,1,1,27,14802000
Karapakkam,1286,1,1,1,1,40,7803250
KKNagar,1474,2,1,1,0,22,8805640
Velachery,1869,3,2,0,1,8,16499010
Karapakkam,1403,2,2,0,1,50,6765000
Karapakkam,1253,1,1,1,1,7,7071375
Karapakkam,1633,2,2,0,0,45,10711750
TNagar,1882,2,1,2,1,24,22043680
Chromepet,1268,2,1,1,0,29,8403900
AnnaNagar,1756,1,1,2,1,29,19106530
AnnaNagar,1692,1,1,2,1,36,13677550
Karapakkam,1108,1,1,1,0,21,5340750
KKNagar,2399,4,2,0,1,22,14156220
Karapakkam,886,1,1,0,1,10,9404500
Velachery,1684,2,1,1,1,22,14341940
AnnaNagar,1779,1,1,2,1,23,13736210
Adyar,653,1,1,0,0,25,6577190
Chromepet,1148,1,1,1,0,39,8145250
Chromepet,1026,1,1,1,1,16,14211600
AnnaNagar,1734,1,1,2,0,22,12055410
AnnaNagar,1921,2,1,2,1,19,21021130
Chromepet,1047,1,1,1,1,39,10527390
Velachery,1826,3,2,0,1,24,10128200
Chromepet,1189,1,1,1,1,17,14529150
Karapakkam,1316,1,1,1,0,20,9429000
Karapakkam,948,1,1,1,0,36,7910000
KKNagar,1708,2,1,1,1,25,10800260
Karapakkam,653,1,1,0,0,49,5179875
TNagar,1976,2,1,2,1,10,14195200
AnnaNagar,1996,2,1,2,0,31,20900620
Velachery,1928,3,2,0,0,24,15849980
Velachery,1837,3,2,0,0,45,7019200
Chromepet,902,1,1,1,0,17,7947300
KKNagar,1614,2,1,1,0,25,12538900
Chromepet,754,1,1,0,1,7,6607200
AnnaNagar,1977,2,1,2,0,29,11914830
AnnaNagar,1602,1,1,2,1,30,11557700
AnnaNagar,1779,1,1,2,0,40,13252420
Velachery,1816,3,2,0,1,8,8424480
Karapakkam,817,1,1,0,0,8,4667250
Velachery,1875,3,2,0,0,40,11474270
Chromepet,913,1,1,1,1,25,11761550
KKNagar,2078,3,2,0,1,8,16474980
Chromepet,714,1,1,0,1,39,10114650
Karapakkam,795,1,1,0,0,11,5333875
Adyar,831,1,1,1,1,39,7293785
Karapakkam,718,1,1,0,1,24,4905000
KKNagar,2381,4,2,0,0,9,11926000
Chromepet,727,1,1,0,0,28,8827940
Chromepet,1136,1,1,1,0,17,9657300
Velachery,1597,2,1,1,1,13,8824280
AnnaNagar,1598,1,1,2,1,13,20026580
KKNagar,1673,2,1,1,1,9,15335000
Chromepet,986,1,1,1,0,15,7814420
AnnaNagar,1973,2,1,2,0,24,13511380
KKNagar,1988,3,2,0,0,11,11466600
KKNagar,2006,3,2,0,1,6,12857440
KKNagar,1306,1,1,1,1,15,10091620
KKNagar,2366,4,2,0,0,18,12419160
Chromepet,1178,1,1,1,1,17,10612360
KKNagar,1805,3,2,0,1,11,10542220
AnnaNagar,1749,1,1,2,1,21,12567340
KKNagar,1444,2,1,1,0,23,12429860
Karapakkam,896,1,1,1,1,28,7210000
Adyar,718,1,1,0,1,23,9038645
Chromepet,1254,2,1,1,1,3,10884400
Velachery,1755,2,1,1,1,49,13160800
AnnaNagar,1619,1,1,2,1,12,17669340
Velachery,1820,3,2,0,0,41,11180570
Chromepet,973,1,1,1,0,38,6946250
KKNagar,2182,3,2,0,1,20,13014440
KKNagar,1940,3,2,0,1,7,16872140
Karapakkam,661,1,1,0,1,50,5374875
Velachery,1667,2,1,1,1,11,10171120
Chromepet,1204,2,1,1,0,31,13676650
Velachery,1653,2,1,1,0,26,9320670
Chromepet,844,1,1,1,1,13,7987950
Karapakkam,668,1,1,0,0,8,4268000
Adyar,923,1,1,1,1,32,8839880
Karapakkam,549,1,1,0,1,24,4397375
Karapakkam,1060,1,1,1,0,31,4984750
Velachery,1842,3,2,0,1,14,16294030
Adyar,717,1,1,0,0,8,7774035
Karapakkam,701,1,1,0,0,42,5248500
Karapakkam,1035,1,1,1,0,39,4353625
Velachery,1614,2,1,1,0,23,10875910
TNagar,1853,2,1,2,1,28,13928950
Karapakkam,1413,2,2,0,0,30,10184500
Velachery,1625,2,1,1,1,18,15997510
Karapakkam,951,1,1,1,1,28,6480125
Chromepet,774,1,1,0,1,8,8336200
Karapakkam,1276,1,1,1,1,36,8498500
KKNagar,2273,4,2,0,1,14,17879080
Velachery,1711,2,1,1,0,30,12046300
Chromepet,1260,2,1,1,1,30,11270700
TNagar,1786,1,1,2,1,42,14777070
Karapakkam,679,1,1,0,0,36,3924125
Adyar,1233,2,2,0,0,32,14927280
Chromepet,1009,1,1,1,1,8,14243400
Chromepet,931,1,1,1,0,31,8149800
TNagar,1649,1,1,2,0,20,12924300
KKNagar,2197,3,2,0,1,7,12560760
Adyar,1233,2,2,0,0,8,8194735
Adyar,951,1,1,1,0,11,8024265
Chromepet,1082,1,1,1,0,6,9207590
Chromepet,1068,1,1,1,0,8,8411400
Velachery,1845,3,2,0,1,12,8986690
Velachery,1524,2,1,1,1,48,13800760
Velachery,1999,3,2,0,1,18,18298710
Adyar,655,1,1,0,0,19,9236700
Chromepet,826,1,1,1,0,12,7540400
Chromepet,1212,2,1,1,1,11,14274450
Karapakkam,1685,2,2,0,0,45,13144750
KKNagar,1942,3,2,0,1,8,16318360
Velachery,1898,3,2,0,1,10,12151100
Karapakkam,1467,2,2,0,1,40,7245250
AnnaNagar,1714,1,1,2,0,42,18390160
Chromepet,1104,1,1,1,0,20,9473200
Karapakkam,1081,1,1,1,1,17,9623750
Adyar,765,1,1,0,1,11,9302665
Chromepet,930,1,1,1,1,15,13511250
Adyar,698,1,1,0,0,19,5943400
KKNagar,1478,2,1,1,0,11,9255380
Karapakkam,986,1,1,1,1,44,10439000
Chromepet,910,1,1,1,0,29,8364650
Karapakkam,1505,2,2,0,1,41,12798750
Chromepet,1159,1,1,1,0,20,8025200
Karapakkam,873,1,1,0,1,31,4806125
Chromepet,1000,1,1,1,1,26,9327100
Karapakkam,1554,2,2,0,0,36,10807000
KKNagar,1368,2,1,1,1,23,10751420
KKNagar,2101,3,2,0,1,15,12732100
Karapakkam,743,1,1,0,1,49,8507750
AnnaNagar,1883,2,1,2,0,32,19576490
AnnaNagar,1849,2,1,2,0,4,20102300
Karapakkam,772,1,1,0,1,49,7804500
Karapakkam,963,1,1,1,0,27,8984250
KKNagar,1939,3,2,0,0,24,11233080
Karapakkam,993,1,1,1,1,41,7356375
Velachery,1830,3,2,0,0,10,10768300
AnnaNagar,1774,1,1,2,1,7,13553740
AnnaNagar,1543,1,1,2,1,13,11867660
Karapakkam,1470,2,2,0,0,43,10363250
AnnaNagar,1673,1,1,2,0,41,18111990
AnnaNagar,1779,1,1,2,1,13,12352710
AnnaNagar,1999,2,1,2,1,16,21276220
Chromepet,835,1,1,1,0,22,6444500
Chromepet,1251,2,1,1,0,8,13846950
KKNagar,1996,3,2,0,1,12,17586840
AnnaNagar,1705,1,1,2,0,16,12508940
KKNagar,1504,2,1,1,1,22,9618640
Chromepet,713,1,1,0,0,7,10241800
KKNagar,1618,2,1,1,1,17,10626300
Chromepet,743,1,1,0,0,12,9553000
Adyar,1255,2,2,0,1,37,9906355
Velachery,1600,2,1,1,0,20,9741970
Chromepet,1031,1,1,1,0,14,12669300
Karapakkam,593,1,1,0,1,27,6504875
Karapakkam,1429,2,2,0,1,34,12329500
Velachery,1505,2,1,1,1,49,12150830
AnnaNagar,1898,2,1,2,0,36,11412420
Chromepet,1003,1,1,1,1,7,10831360
Velachery,1902,3,2,0,1,30,9658000
Karapakkam,705,1,1,0,1,42,4027000
AnnaNagar,1591,1,1,2,0,6,19159390
Velachery,1524,2,1,1,0,42,12111940
Karapakkam,1611,2,2,0,1,45,6085250
Karapakkam,704,1,1,0,1,33,7696750
KKNagar,1453,2,1,1,1,13,11003920
Velachery,1562,2,1,1,1,30,9154950
Velachery,1671,2,1,1,0,5,9079650
Velachery,1802,3,2,0,0,35,10904600
Adyar,961,1,1,1,1,19,8546900
Adyar,1116,1,1,1,0,8,8072820
AnnaNagar,1544,1,1,2,0,13,18642910
AnnaNagar,1694,1,1,2,0,37,12261610
KKNagar,2016,3,2,0,1,20,13387920
Adyar,887,1,1,1,1,9,11435335
Adyar,746,1,1,0,1,12,8453795
Chromepet,816,1,1,1,1,35,7375050
Adyar,1197,1,1,1,1,37,10279070
KKNagar,2180,3,2,0,1,8,14283760
KKNagar,1975,3,2,0,1,18,10104360
Chromepet,873,1,1,1,0,6,7764900
KKNagar,1305,1,1,1,1,11,9513220
Adyar,601,1,1,0,1,31,8638965
Chromepet,937,1,1,1,0,35,6182600
Chromepet,798,1,1,0,0,38,7549650
KKNagar,1884,3,2,0,0,12,10499460
KKNagar,1636,2,1,1,0,30,9358400
KKNagar,1615,2,1,1,0,16,13178340
Karapakkam,1565,2,2,0,0,33,8415125
TNagar,1703,1,1,2,1,26,13765430
Velachery,1693,2,1,1,0,45,13829150
KKNagar,2280,4,2,0,0,28,11351580
Chromepet,1051,1,1,1,1,38,13756100
Chromepet,1266,2,1,1,0,23,13667200
KKNagar,1348,2,1,1,0,5,9539520
Chromepet,1005,1,1,1,1,35,12524250
TNagar,1589,1,1,2,1,34,12290970
Chromepet,1182,1,1,1,1,28,10039090
Karapakkam,1273,1,1,1,1,23,10024000
KKNagar,1596,2,1,1,0,16,9477140
KKNagar,1676,2,1,1,0,21,10235220
Chromepet,1240,2,1,1,1,24,14015750
Adyar,848,1,1,1,0,7,8445505
Karapakkam,1464,2,2,0,1,19,10630250
Karapakkam,1329,1,1,1,0,20,9585000
Velachery,1842,3,2,0,0,17,12930060
Chromepet,810,1,1,1,0,4,6815000
Velachery,1795,2,1,1,0,36,9376320
AnnaNagar,1791,1,1,2,0,18,18991980
Adyar,611,1,1,0,0,35,8250025
Adyar,1192,1,1,1,0,26,12115290
Adyar,1071,1,1,1,0,24,7375160
Chromepet,1176,1,1,1,0,3,9190000
Chromepet,1101,1,1,1,1,6,13297100
Chromepet,1146,1,1,1,1,27,9835470
Adyar,918,1,1,1,1,35,7029740
KKNagar,2331,4,2,0,0,29,18183200
KKNagar,2419,4,2,0,1,20,14450600
KKNagar,1422,2,1,1,0,22,12426660
Velachery,1667,2,1,1,0,27,13120960
Velachery,1634,2,1,1,0,52,6435890
KKNagar,1587,2,1,1,0,4,13764300
Velachery,1641,2,1,1,0,47,7036460
Velachery,1673,2,1,1,1,39,10847450
TNagar,1901,2,1,2,0,14,14377860
AnnaNagar,1859,2,1,2,0,29,12601250
Adyar,1034,1,1,1,0,33,12140295
Chromepet,832,1,1,1,1,33,8055350
AnnaNagar,1577,1,1,2,1,34,13245480
TNagar,1682,1,1,2,1,39,20180630
AnnaNagar,1652,1,1,2,0,24,11949030
TNagar,1793,1,1,2,1,11,12964240
Chromepet,1116,1,1,1,1,40,8480400
Adyar,883,1,1,1,0,17,6377770
TNagar,1589,1,1,2,0,15,12911990
Adyar,981,1,1,1,0,5,11434875
Adyar,1222,2,2,0,1,34,9854210
KKNagar,1337,2,1,1,1,23,9310600
Velachery,1535,2,1,1,1,31,10810740
Velachery,1538,2,1,1,1,42,14139590
Karapakkam,1376,2,2,0,1,18,9857500
TNagar,1975,2,1,2,0,42,22199910
Karapakkam,786,1,1,0,0,9,6495250
Karapakkam,1094,1,1,1,0,32,3950000
KKNagar,2293,4,2,0,0,24,12493960
AnnaNagar,1554,1,1,2,1,34,19128100
AnnaNagar,1520,1,1,2,0,37,15754040
KKNagar,1761,2,1,1,0,9,14214780
Karapakkam,500,1,1,0,1,29,6606250
Karapakkam,1500,2,2,0,0,6,8547750
Karapakkam,715,1,1,0,0,11,5219625
AnnaNagar,1901,2,1,2,0,7,14620220
Adyar,1235,2,2,0,1,18,10566485
TNagar,1797,1,1,2,0,11,20623620
AnnaNagar,1943,2,1,2,1,33,22778410
Chromepet,901,1,1,1,0,23,7452620
AnnaNagar,1685,1,1,2,1,41,18686820
Velachery,1784,2,1,1,1,33,9749680
AnnaNagar,1602,1,1,2,0,31,17526220
TNagar,1665,1,1,2,0,16,12043670
KKNagar,1932,3,2,0,1,12,12182280
Adyar,801,1,1,1,0,20,8443700
AnnaNagar,1705,1,1,2,0,12,19462090
Adyar,845,1,1,1,0,16,8155855
TNagar,1943,2,1,2,0,8,13408980
Karapakkam,1262,1,1,1,1,18,8210750
TNagar,1881,2,1,2,0,35,13196500
Velachery,1611,2,1,1,1,11,9527840
Velachery,1969,3,2,0,0,24,10682000
Chromepet,878,1,1,1,0,31,7358650
Chromepet,1037,1,1,1,0,23,8629140
Chromepet,1187,1,1,1,1,19,9802790
KKNagar,1361,2,1,1,0,28,10049980
Chromepet,999,1,1,1,1,19,9361880
Chromepet,1020,1,1,1,0,11,12046000
Velachery,1651,2,1,1,0,7,12101540
Karapakkam,508,1,1,0,0,26,7124500
Adyar,812,1,1,1,1,36,8619940
Karapakkam,1697,2,2,0,0,43,10985250
Adyar,1063,1,1,1,1,15,7733125
Karapakkam,635,1,1,0,1,34,6965000
TNagar,1540,1,1,2,0,6,17436220
Chromepet,1123,1,1,1,1,22,13606900
Chromepet,774,1,1,0,0,20,6857200
Chromepet,816,1,1,1,1,14,7596170
Chromepet,814,1,1,1,1,19,8460450
Chromepet,1241,2,1,1,0,7,10454020
Velachery,1768,2,1,1,0,44,10432830
Chromepet,786,1,1,0,1,38,7382320
AnnaNagar,1592,1,1,2,0,29,10607450
AnnaNagar,1552,1,1,2,0,44,17359980
Chromepet,1220,2,1,1,0,20,12813600
Velachery,1628,2,1,1,1,9,10956200
Velachery,1787,2,1,1,1,30,14820800
Velachery,1903,3,2,0,1,27,15326290
TNagar,1989,2,1,2,0,7,14459960
Velachery,1870,3,2,0,1,25,11551700
AnnaNagar,1939,2,1,2,0,25,21804220
Karapakkam,1261,1,1,1,0,9,11646750
Karapakkam,656,1,1,0,0,7,3001250
Karapakkam,1661,2,2,0,1,6,7997875
TNagar,1972,2,1,2,1,40,22918500
AnnaNagar,1730,1,1,2,1,11,19428640
Adyar,887,1,1,1,0,15,7383325
Velachery,1673,2,1,1,0,13,13172210
Velachery,1548,2,1,1,1,42,9774610
Adyar,1227,2,2,0,1,15,8683125
Chromepet,1004,1,1,1,1,25,9400830
AnnaNagar,1509,1,1,2,1,20,13985270
Chromepet,1092,1,1,1,1,39,13608400
AnnaNagar,1982,2,1,2,1,23,12713810
Chromepet,1217,2,1,1,1,18,10338740
Velachery,1649,2,1,1,1,49,8156380
Karapakkam,592,1,1,0,0,39,2797250
Chromepet,1237,2,1,1,0,6,13937650
Adyar,1156,1,1,1,0,38,11290385
Chromepet,992,1,1,1,1,13,13469950
Karapakkam,1302,1,1,1,0,48,7233000
AnnaNagar,1796,1,1,2,0,26,13465550
Chromepet,1001,1,1,1,0,30,7688050
AnnaNagar,1930,2,1,2,1,11,13346190
Karapakkam,1530,2,2,0,1,23,8340000
AnnaNagar,1819,2,1,2,1,15,14542670
TNagar,1502,1,1,2,0,40,10573780
AnnaNagar,1781,1,1,2,1,7,14388290
Adyar,1132,1,1,1,0,30,6380465
Adyar,833,1,1,1,1,5,8354290
Adyar,1223,2,2,0,0,20,10978600
AnnaNagar,1738,1,1,2,0,22,13293200
Chromepet,1057,1,1,1,0,34,7243850
Karapakkam,671,1,1,0,0,30,6161750
Chromepet,1072,1,1,1,1,17,12458150
Karapakkam,1375,2,2,0,1,25,7082000
Chromepet,1122,1,1,1,1,35,8981140
KKNagar,1526,2,1,1,1,18,10982180
Adyar,614,1,1,0,1,22,5720630
Adyar,1192,1,1,1,1,20,7006800
Karapakkam,1220,1,1,1,1,10,5821000
AnnaNagar,1970,2,1,2,0,11,15845620
KKNagar,1315,1,1,1,1,21,12713420
Chromepet,705,1,1,0,1,9,12411950
Chromepet,1222,2,1,1,0,29,13930950
AnnaNagar,1836,2,1,2,0,34,19296480
Karapakkam,739,1,1,0,1,10,9953250
Karapakkam,1430,2,2,0,0,9,6530500
Velachery,1901,3,2,0,1,18,12247960
Velachery,1630,2,1,1,1,48,9492280
Velachery,1798,2,1,1,1,42,10648590
Chromepet,900,1,1,1,0,32,7855000
TNagar,1911,2,1,2,1,38,21143730
Karapakkam,659,1,1,0,1,17,4345125
Adyar,714,1,1,0,1,23,8779845
Chromepet,703,1,1,0,1,39,5976650
Karapakkam,565,1,1,0,1,20,4840375
Chromepet,1151,1,1,1,0,21,8350550
AnnaNagar,1541,1,1,2,0,20,13321150
AnnaNagar,1509,1,1,2,1,32,13583660
TNagar,1706,1,1,2,1,19,13659880
Chromepet,983,1,1,1,0,20,8291600
Karapakkam,1189,1,1,1,1,44,7279125
KKNagar,2325,4,2,0,1,5,13391620
Chromepet,1024,1,1,1,1,34,13697100
KKNagar,1997,3,2,0,0,22,16453640
Velachery,1888,3,2,0,0,10,11777200
Chromepet,887,1,1,1,1,34,9510440
Chromepet,1162,1,1,1,0,37,13308950
Karapakkam,1124,1,1,1,0,45,7049500
KKNagar,2392,4,2,0,1,22,13283040
Chromepet,1256,2,1,1,1,32,14006950
TNagar,1611,1,1,2,0,37,12198470
KKNagar,1399,2,1,1,0,7,9106920
Velachery,1738,2,1,1,1,31,14152290
Velachery,1843,3,2,0,1,19,9880180
Chromepet,920,1,1,1,0,37,8522150
AnnaNagar,1804,2,1,2,0,5,13083950
Chromepet,1272,2,1,1,1,9,10363390
Velachery,1690,2,1,1,0,55,8802450
Velachery,1502,2,1,1,0,54,6307030
Chromepet,710,1,1,0,1,9,8062500
Chromepet,1060,1,1,1,1,27,9081450
Chromepet,952,1,1,1,1,26,11517700
Adyar,1240,2,2,0,1,35,12582025
AnnaNagar,1540,1,1,2,1,11,13124770
TNagar,1991,2,1,2,0,10,22319600
Karapakkam,560,1,1,0,1,11,7355250
KKNagar,2419,4,2,0,1,19,13039560
Velachery,1812,3,2,0,0,10,10105720
KKNagar,2415,4,2,0,1,15,14198300
Chromepet,1047,1,1,1,0,24,11867200
Adyar,954,1,1,1,1,11,12338765
Adyar,641,1,1,0,0,4,6235675
AnnaNagar,1591,1,1,2,0,37,12220490
AnnaNagar,1815,2,1,2,1,40,14415250
Adyar,1027,1,1,1,0,18,6816270
Karapakkam,1181,1,1,1,1,35,10188250
Velachery,1998,3,2,0,1,36,9346520
Karapakkam,1161,1,1,1,1,25,9238625
Karapakkam,643,1,1,0,1,36,4546625
TNagar,1885,2,1,2,0,19,12782330
Adyar,674,1,1,0,0,38,7212670
Chromepet,884,1,1,1,1,8,8646080
